Bar_name,Module,Min_X,Min_Y,Min_Z,Max_X,Max_Y,Max_Z,Nodes,Physical_Bars,Physical_Nodes,Adjacent_Nodes,Adjacent_Physical_Bars,Adjacent_Bars,Adjacent_Physical_Nodes,Ground,Inner_Outer,Left_Right_Mid
EVE-OLD,14,-0.811181406,-60.86001002,69.58921863,30.91119559,-41.28148002,71.98093063,EVE_OLD,EVE-OLD-14,EVE-14_OLD-14,LAW_IRE_FAX_HOT_LAB_LIE_ZAP_FOG,EVE-LAW-14_EVE-IRE-14_EVE-FAX-14_HOT-OLD-13_LAB-OLD-13_OLD-ZAP-13_LIE-OLD-14_FOG-OLD-14,EVE-LAW_EVE-IRE_EVE-FAX_HOT-OLD_LAB-OLD_LIE-OLD_OLD-ZAP_FOG-OLD,LAW-14_IRE-14_FAX-11_HOT-13_LAB-13_ZAP-13_LIE-14_FOG-14,0,outer,mid
FIX-MAC,11,68.15962259,-9.163696017,23.39753763,74.09911959,-3.122933017,49.85057663,FIX_MAC,FIX-MAC-11,FIX-11_MAC-11,GAS_IRE_POP_YES_AIR,FIX-GAS-11_AIR-MAC-11_IRE-MAC-7_MAC-POP-7_MAC-YES-7,FIX-GAS_IRE-MAC_MAC-POP_MAC-YES_AIR-MAC,GAS-11_AIR-11_IRE-7_POP-7_YES-7,0,in_to_out,right
AIR-GIG,11,47.13816959,-32.43153802,43.73215663,71.13112059,-23.18064902,50.88486063,AIR_GIG,AIR-GIG-11,AIR-11_GIG-11,ODD_MAC_FAX_IRE,AIR-ODD-11_AIR-MAC-11_AIR-FAX-11_GIG-IRE-14,AIR-ODD_AIR-MAC_AIR-FAX_GIG-IRE,ODD-11_MAC-11_FAX-11_IRE-14,0,in_to_out,right
AIR-ODD,11,71.13112059,-36.78945902,22.52835163,85.97783059,-32.43153802,43.73215663,AIR_ODD,AIR-ODD-11,AIR-11_ODD-11,GIG_MAC_FAX_GAS_KEG_LUG,AIR-GIG-11_AIR-MAC-11_AIR-FAX-11_GAS-ODD-11_KEG-ODD-11_LUG-ODD-11,AIR-GIG_AIR-MAC_AIR-FAX_GAS-ODD_KEG-ODD_LUG-ODD,GIG-11_MAC-11_FAX-11_GAS-11_KEG-11_LUG-11,0,outer,right
AIR-MAC,11,68.15962259,-32.43153802,43.73215663,71.13112059,-3.122933017,49.85057663,AIR_MAC,AIR-MAC-11,AIR-11_MAC-11,GIG_ODD_FAX_FIX_IRE_POP_YES,AIR-GIG-11_AIR-ODD-11_AIR-FAX-11_FIX-MAC-11_IRE-MAC-7_MAC-POP-7_MAC-YES-7,AIR-GIG_AIR-ODD_AIR-FAX_FIX-MAC_IRE-MAC_MAC-POP_MAC-YES,GIG-11_ODD-11_FAX-11_FIX-11_IRE-7_POP-7_YES-7,0,outer,right
AIR-FAX,11,52.93065359,-53.90876502,43.73215663,71.13112059,-32.43153802,53.84225463,AIR_FAX,AIR-FAX-11,AIR-11_FAX-11,GIG_ODD_MAC_COW_ZOO_EVE,AIR-GIG-11_AIR-ODD-11_AIR-MAC-11_COW-FAX-11_FAX-ZOO-11_EVE-FAX-14,AIR-GIG_AIR-ODD_AIR-MAC_COW-FAX_FAX-ZOO_EVE-FAX,GIG-11_ODD-11_MAC-11_COW-11_ZOO-11_EVE-14,0,outer,right
COW-KEG,11,60.75696259,-61.85164402,10.55548263,83.77172959,-56.31003402,27.76317763,COW_KEG,COW-KEG-11,COW-11_KEG-11,FAX_WHY_ODD_WAS,COW-FAX-11_KEG-ODD-11_KEG-WAS-11_KEG-WHY-8,COW-FAX_KEG-WHY_KEG-ODD_KEG-WAS,FAX-11_ODD-11_WAS-11_WHY-8,0,in_to_out,right
COW-FAX,11,52.93065359,-56.31003402,27.76317763,60.75696259,-53.90876502,53.84225463,COW_FAX,COW-FAX-11,COW-11_FAX-11,KEG_AIR_ZOO_EVE,COW-KEG-11_AIR-FAX-11_FAX-ZOO-11_EVE-FAX-14,COW-KEG_AIR-FAX_FAX-ZOO_EVE-FAX,KEG-11_AIR-11_ZOO-11_EVE-14,0,in_to_out,right
EAR-ZOO,11,47.71669559,-101.306211,24.42671963,53.59552959,-79.92789602,45.84201263,EAR_ZOO,EAR-ZOO-11,EAR-11_ZOO-11,GEL_FAX_JAM_LIE_WAS,EAR-GEL-10_FAX-ZOO-11_JAM-ZOO-11_LIE-ZOO-11_WAS-ZOO-11,EAR-GEL_FAX-ZOO_JAM-ZOO_LIE-ZOO_WAS-ZOO,GEL-10_FAX-11_JAM-11_LIE-11_WAS-11,0,in_to_out,right
FAX-ZOO,11,52.93065359,-79.92789602,45.84201263,53.59552959,-53.90876502,53.84225463,FAX_ZOO,FAX-ZOO-11,FAX-11_ZOO-11,AIR_COW_EVE_EAR_JAM_LIE_WAS,AIR-FAX-11_COW-FAX-11_EVE-FAX-14_EAR-ZOO-11_JAM-ZOO-11_LIE-ZOO-11_WAS-ZOO-11,AIR-FAX_COW-FAX_EVE-FAX_EAR-ZOO_JAM-ZOO_LIE-ZOO_WAS-ZOO,AIR-11_COW-11_EVE-14_EAR-11_JAM-11_LIE-11_WAS-11,0,outer,right
FIX-GAS,11,74.09911959,-13.78822502,8.027349628,98.01878059,-9.163696017,23.39753763,FIX_GAS,FIX-GAS-11,FIX-11_GAS-11,MAC_ODD_EYE_TUX,FIX-MAC-11_GAS-ODD-11_EYE-GAS-7_GAS-TUX-11,FIX-MAC_GAS-ODD_EYE-GAS_GAS-TUX,MAC-11_ODD-11_EYE-7_TUX-8,0,in_to_out,right
GAS-ODD,11,85.97783059,-36.78945902,8.027349628,98.01878059,-13.78822502,22.52835163,GAS_ODD,GAS-ODD-11,GAS-11_ODD-11,FIX_EYE_TUX_AIR_KEG_LUG,FIX-GAS-11_EYE-GAS-7_GAS-TUX-11_AIR-ODD-11_KEG-ODD-11_LUG-ODD-11,FIX-GAS_EYE-GAS_GAS-TUX_AIR-ODD_KEG-ODD_LUG-ODD,FIX-11_EYE-7_TUX-8_AIR-11_KEG-11_LUG-11,0,outer,right
JAM-ZOO,11,31.93390459,-102.456159,45.84201263,53.59552959,-79.92789602,48.95968163,JAM_ZOO,JAM-ZOO-11,JAM-11_ZOO-11,HOT_MOO_EAR_FAX_LIE_WAS,HOT-JAM-13_JAM-MOO-13_EAR-ZOO-11_FAX-ZOO-11_LIE-ZOO-11_WAS-ZOO-11,HOT-JAM_JAM-MOO_EAR-ZOO_FAX-ZOO_LIE-ZOO_WAS-ZOO,HOT-13_MOO-10_EAR-11_FAX-11_LIE-11_WAS-11,0,outer,right
KEG-ODD,11,83.77172959,-61.85164402,10.55548263,85.97783059,-36.78945902,22.52835163,KEG_ODD,KEG-ODD-11,KEG-11_ODD-11,WHY_COW_WAS_AIR_GAS_LUG,COW-KEG-11_KEG-WAS-11_KEG-WHY-8_AIR-ODD-11_GAS-ODD-11_LUG-ODD-11,KEG-WHY_COW-KEG_KEG-WAS_AIR-ODD_GAS-ODD_LUG-ODD,COW-11_WAS-11_WHY-8_AIR-11_GAS-11_LUG-11,0,outer,right
KEG-WAS,11,71.74941359,-81.86690602,10.55548263,83.77172959,-61.85164402,19.97496263,KEG_WAS,KEG-WAS-11,KEG-11_WAS-11,WHY_COW_ODD_PHI_TAR_ZOO,COW-KEG-11_KEG-ODD-11_KEG-WHY-8_PHI-WAS-11_TAR-WAS-11_WAS-ZOO-11,KEG-WHY_COW-KEG_KEG-ODD_PHI-WAS_TAR-WAS_WAS-ZOO,COW-11_ODD-11_WHY-8_PHI-11_TAR-11_ZOO-11,0,outer,right
LIE-ZOO,11,25.37320059,-79.92789602,45.84201263,53.59552959,-71.04085602,52.34109163,LIE_ZOO,LIE-ZOO-11,LIE-11_ZOO-11,OLD_EAR_FAX_JAM_WAS,LIE-OLD-14_EAR-ZOO-11_FAX-ZOO-11_JAM-ZOO-11_WAS-ZOO-11,LIE-OLD_EAR-ZOO_FAX-ZOO_JAM-ZOO_WAS-ZOO,OLD-14_EAR-11_FAX-11_JAM-11_WAS-11,0,in_to_out,right
LUG-ODD,11,85.97783059,-36.78945902,-5.755776372,87.02662859,-36.21138802,22.52835163,LUG_ODD,LUG-ODD-11,LUG-11_ODD-11,PAY_AIR_GAS_KEG,LUG-PAY-8_AIR-ODD-11_GAS-ODD-11_KEG-ODD-11,LUG-PAY_AIR-ODD_GAS-ODD_KEG-ODD,PAY-8_AIR-11_GAS-11_KEG-11,0,in_to_out,right
PHI-WAS,11,71.74941359,-102.675703,5.518761628,72.03006459,-81.86690602,19.97496263,PHI_WAS,PHI-WAS-11,PHI-11_WAS-11,SAW_GEL_KEG_TAR_ZOO,PHI-SAW-8_GEL-PHI-10_KEG-WAS-11_TAR-WAS-11_WAS-ZOO-11,PHI-SAW_GEL-PHI_KEG-WAS_TAR-WAS_WAS-ZOO,SAW-8_GEL-10_KEG-11_TAR-11_ZOO-11,0,outer,right
TAR-WAS,11,68.02249859,-81.86690602,-8.592402372,71.74941359,-76.41374802,19.97496263,TAR_WAS,TAR-WAS-11,TAR-11_WAS-11,SAW_YAY_KEG_PHI_ZOO,SAW-TAR-8_TAR-YAY-8_KEG-WAS-11_PHI-WAS-11_WAS-ZOO-11,SAW-TAR_TAR-YAY_KEG-WAS_PHI-WAS_WAS-ZOO,SAW-8_YAY-8_KEG-11_PHI-11_ZOO-11,0,in_to_out,right
WAS-ZOO,11,53.59552959,-81.86690602,19.97496263,71.74941359,-79.92789602,45.84201263,WAS_ZOO,WAS-ZOO-11,WAS-11_ZOO-11,KEG_PHI_TAR_EAR_FAX_JAM_LIE,KEG-WAS-11_PHI-WAS-11_TAR-WAS-11_EAR-ZOO-11_FAX-ZOO-11_JAM-ZOO-11_LIE-ZOO-11,KEG-WAS_PHI-WAS_TAR-WAS_EAR-ZOO_FAX-ZOO_JAM-ZOO_LIE-ZOO,KEG-11_PHI-11_TAR-11_EAR-11_FAX-11_JAM-11_LIE-11,0,outer,right
COP-WOW,10,-56.48277041,-131.871081,-42.28678237,-39.98823741,-109.145583,-17.25148337,COP_WOW,COP-WOW-10,COP-10_WOW-10,USE_TAT_ELK_NEW_GET_KEY,COP-NEW-10_COP-GET-10_COP-USE-9_COP-TAT-9_COP-ELK-9_NEW-WOW-10_KEY-WOW-9,COP-USE_COP-TAT_COP-ELK_COP-NEW_COP-GET_KEY-WOW_NEW-WOW,NEW-10_GET-10_USE-9_TAT-9_ELK-9_NEW-10_KEY-9,0,inner,left
ALL-EGG,10,-21.26114741,-149.573482,21.92542263,4.830568594,-138.6957,32.20581763,ALL_EGG,ALL-EGG-10,ALL-10_EGG-10,SAD_PRO_RUG_PIG_FOR_MOO,ALL-SAD-10_ALL-PRO-10_EGG-RUG-10_EGG-PIG-10_EGG-FOR-10_EGG-MOO-10,ALL-SAD_ALL-PRO_EGG-RUG_EGG-PIG_EGG-FOR_EGG-MOO,SAD-10_PRO-13_RUG-10_PIG-10_FOR-10_MOO-10,0,outer,mid
ALL-SAD,10,-46.30678341,-142.987594,11.08167163,-21.26114741,-138.6957,32.20581763,ALL_SAD,ALL-SAD-10,ALL-10_SAD-10,EGG_PRO_GOO_HIP_KEY,ALL-EGG-10_ALL-PRO-10_GOO-SAD-10_HIP-SAD-10_KEY-SAD-9,ALL-EGG_ALL-PRO_GOO-SAD_HIP-SAD_KEY-SAD,EGG-10_PRO-13_GOO-10_HIP-10_KEY-9,0,outer,left
AMP-ROB,10,41.82992959,-142.516761,-45.29832237,51.99566359,-118.984127,-24.93582837,AMP_ROB,AMP-ROB-10,AMP-10_ROB-10,YAY_SAW_CAB_GEL_OAK_SEX,AMP-CAB-10_AMP-YAY-8_AMP-SAW-8_CAB-ROB-10_GEL-ROB-10_OAK-ROB-10_ROB-SEX-10,AMP-YAY_AMP-SAW_AMP-CAB_CAB-ROB_GEL-ROB_OAK-ROB_ROB-SEX,CAB-10_YAY-8_SAW-8_CAB-10_GEL-10_OAK-10_SEX-10,0,outer,right
AMP-CAB,10,25.94835359,-122.829441,-45.29832237,51.99566359,-118.984127,-37.65312837,AMP_CAB,AMP-CAB-10,AMP-10_CAB-10,YAY_SAW_ROB_DAD_OAK_GET_SEX,AMP-ROB-10_AMP-YAY-8_AMP-SAW-8_CAB-ROB-10_CAB-DAD-10_CAB-OAK-10_CAB-GET-10_CAB-SEX-10_CAB-YAY-10,AMP-YAY_AMP-SAW_AMP-ROB_CAB-ROB_CAB-DAD_CAB-OAK_CAB-GET_CAB-SEX_CAB-YAY,ROB-10_YAY-8_SAW-8_ROB-10_DAD-10_OAK-10_GET-10_SEX-10_YAY-8,1,in_to_out,right
CAB-ROB,10,25.94835359,-142.516761,-37.65312837,41.82992959,-122.829441,-24.93582837,CAB_ROB,CAB-ROB-10,CAB-10_ROB-10,AMP_DAD_OAK_GET_SEX_YAY_GEL,AMP-CAB-10_CAB-DAD-10_CAB-OAK-10_CAB-GET-10_CAB-SEX-10_CAB-YAY-10_AMP-ROB-10_GEL-ROB-10_OAK-ROB-10_ROB-SEX-10,AMP-CAB_CAB-DAD_CAB-OAK_CAB-GET_CAB-SEX_CAB-YAY_AMP-ROB_GEL-ROB_OAK-ROB_ROB-SEX,AMP-10_DAD-10_OAK-10_GET-10_SEX-10_YAY-8_AMP-10_GEL-10_OAK-10_SEX-10,0,in_to_out,right
CAB-DAD,10,25.22672259,-147.27426,-37.65312837,25.94835359,-122.829441,0.517395628,CAB_DAD,CAB-DAD-10,CAB-10_DAD-10,AMP_ROB_OAK_GET_SEX_YAY_MOO,AMP-CAB-10_CAB-ROB-10_CAB-OAK-10_CAB-GET-10_CAB-SEX-10_CAB-YAY-10_DAD-GET-10_DAD-OAK-10_DAD-MOO-10,AMP-CAB_CAB-ROB_CAB-OAK_CAB-GET_CAB-SEX_CAB-YAY_DAD-GET_DAD-OAK_DAD-MOO,AMP-10_ROB-10_OAK-10_GET-10_SEX-10_YAY-8_GET-10_OAK-10_MOO-10,0,inner,right
CAB-OAK,10,18.45301759,-148.691116,-37.65312837,25.94835359,-122.829441,-31.06690737,CAB_OAK,CAB-OAK-10,CAB-10_OAK-10,AMP_ROB_DAD_GET_SEX_YAY_FOR,AMP-CAB-10_CAB-ROB-10_CAB-DAD-10_CAB-GET-10_CAB-SEX-10_CAB-YAY-10_DAD-OAK-10_FOR-OAK-10_GET-OAK-10_OAK-ROB-10,AMP-CAB_CAB-ROB_CAB-DAD_CAB-GET_CAB-SEX_CAB-YAY_DAD-OAK_FOR-OAK_GET-OAK_OAK-ROB,AMP-10_ROB-10_DAD-10_GET-10_SEX-10_YAY-8_DAD-10_FOR-10_GET-10_ROB-10,1,in_to_out,right
CAB-GET,10,-11.22186041,-141.007733,-37.65312837,25.94835359,-122.829441,-35.38363137,CAB_GET,CAB-GET-10,CAB-10_GET-10,AMP_ROB_DAD_OAK_SEX_YAY_COP_FOR_HIP_RUG_NEW,AMP-CAB-10_CAB-ROB-10_CAB-DAD-10_CAB-OAK-10_CAB-SEX-10_CAB-YAY-10_COP-GET-10_DAD-GET-10_FOR-GET-10_GET-OAK-10_GET-HIP-10_GET-RUG-10_GET-NEW-10,AMP-CAB_CAB-ROB_CAB-DAD_CAB-OAK_CAB-SEX_CAB-YAY_COP-GET_DAD-GET_FOR-GET_GET-OAK_GET-HIP_GET-RUG_GET-NEW,AMP-10_ROB-10_DAD-10_OAK-10_SEX-10_YAY-8_COP-10_DAD-10_FOR-10_OAK-10_HIP-10_RUG-10_NEW-10,1,inner,mid
CAB-SEX,10,25.94835359,-123.218531,-37.65312837,60.83833759,-122.829441,-17.84211037,CAB_SEX,CAB-SEX-10,CAB-10_SEX-10,AMP_ROB_DAD_OAK_GET_YAY_SAW,AMP-CAB-10_CAB-ROB-10_CAB-DAD-10_CAB-OAK-10_CAB-GET-10_CAB-YAY-10_ROB-SEX-10_SAW-SEX-8_SEX-YAY-8,AMP-CAB_CAB-ROB_CAB-DAD_CAB-OAK_CAB-GET_CAB-YAY_SAW-SEX_SEX-YAY_ROB-SEX,AMP-10_ROB-10_DAD-10_OAK-10_GET-10_YAY-8_ROB-10_SAW-8_YAY-8,0,inner,right
COP-NEW,10,-41.25973241,-135.328682,-42.28678237,-39.98823741,-109.145583,-42.06623437,COP_NEW,COP-NEW-10,COP-10_NEW-10,WOW_USE_TAT_ELK_GET_HIP,COP-WOW-10_COP-GET-10_COP-USE-9_COP-TAT-9_COP-ELK-9_GET-NEW-10_HIP-NEW-10_NEW-WOW-10_NEW-USE-10,COP-WOW_COP-USE_COP-TAT_COP-ELK_COP-GET_GET-NEW_HIP-NEW_NEW-WOW_NEW-USE,WOW-10_GET-10_USE-9_TAT-9_ELK-9_GET-10_HIP-10_WOW-10_USE-9,1,in_to_out,left
COP-GET,10,-39.98823741,-141.007733,-42.28678237,-11.22186041,-109.145583,-35.38363137,COP_GET,COP-GET-10,COP-10_GET-10,WOW_USE_TAT_ELK_NEW_CAB_DAD_FOR_OAK_HIP_RUG,COP-WOW-10_COP-NEW-10_COP-USE-9_COP-TAT-9_COP-ELK-9_CAB-GET-10_DAD-GET-10_FOR-GET-10_GET-OAK-10_GET-HIP-10_GET-RUG-10_GET-NEW-10,COP-WOW_COP-USE_COP-TAT_COP-ELK_COP-NEW_CAB-GET_DAD-GET_FOR-GET_GET-OAK_GET-HIP_GET-RUG_GET-NEW,WOW-10_NEW-10_USE-9_TAT-9_ELK-9_CAB-10_DAD-10_FOR-10_OAK-10_HIP-10_RUG-10_NEW-10,1,inner,left
DAD-GET,10,-11.22186041,-147.27426,-35.38363137,25.22672259,-141.007733,0.517395628,DAD_GET,DAD-GET-10,DAD-10_GET-10,CAB_OAK_MOO_COP_FOR_HIP_RUG_NEW,CAB-DAD-10_DAD-OAK-10_DAD-MOO-10_CAB-GET-10_COP-GET-10_FOR-GET-10_GET-OAK-10_GET-HIP-10_GET-RUG-10_GET-NEW-10,CAB-DAD_DAD-OAK_DAD-MOO_CAB-GET_COP-GET_FOR-GET_GET-OAK_GET-HIP_GET-RUG_GET-NEW,CAB-10_OAK-10_MOO-10_CAB-10_COP-10_FOR-10_OAK-10_HIP-10_RUG-10_NEW-10,0,inner,mid
DAD-OAK,10,18.45301759,-148.691116,-31.06690737,25.22672259,-147.27426,0.517395628,DAD_OAK,DAD-OAK-10,DAD-10_OAK-10,CAB_GET_MOO_FOR_ROB,CAB-DAD-10_DAD-GET-10_DAD-MOO-10_CAB-OAK-10_FOR-OAK-10_GET-OAK-10_OAK-ROB-10,CAB-DAD_DAD-GET_DAD-MOO_CAB-OAK_FOR-OAK_GET-OAK_OAK-ROB,CAB-10_GET-10_MOO-10_CAB-10_FOR-10_GET-10_ROB-10,0,in_to_out,right
DAD-MOO,10,25.22672259,-147.27426,0.517395628,31.52915659,-135.876097,28.76128663,DAD_MOO,DAD-MOO-10,DAD-10_MOO-10,CAB_GET_OAK_EGG_GEL_JAM,CAB-DAD-10_DAD-GET-10_DAD-OAK-10_EGG-MOO-10_GEL-MOO-10_JAM-MOO-13,CAB-DAD_DAD-GET_DAD-OAK_EGG-MOO_GEL-MOO_JAM-MOO,CAB-10_GET-10_OAK-10_EGG-10_GEL-10_JAM-13,0,in_to_out,right
EAR-GEL,10,46.59295959,-136.052756,7.895627628,53.08506359,-108.725841,23.04261663,EAR_GEL,EAR-GEL-10,EAR-10_GEL-10,ZOO_ROB_MOO_PHI,EAR-ZOO-11_GEL-ROB-10_GEL-MOO-10_GEL-PHI-10,EAR-ZOO_GEL-ROB_GEL-MOO_GEL-PHI,ZOO-11_ROB-10_MOO-10_PHI-8,0,in_to_out,right
EGG-RUG,10,-19.93212741,-149.573482,5.949316628,4.830568594,-146.611042,21.92542263,EGG_RUG,EGG-RUG-10,EGG-10_RUG-10,ALL_PIG_FOR_MOO_GET_HIP,ALL-EGG-10_EGG-PIG-10_EGG-FOR-10_EGG-MOO-10_GET-RUG-10_HIP-RUG-10,ALL-EGG_EGG-PIG_EGG-FOR_EGG-MOO_GET-RUG_HIP-RUG,ALL-10_PIG-10_FOR-10_MOO-10_GET-10_HIP-10,0,in_to_out,mid
EGG-PIG,10,4.830568594,-149.573482,21.92542263,6.241364594,-121.224164,32.61002663,EGG_PIG,EGG-PIG-10,EGG-10_PIG-10,ALL_RUG_FOR_MOO_HOT,ALL-EGG-10_EGG-RUG-10_EGG-FOR-10_EGG-MOO-10_HOT-PIG-13,ALL-EGG_EGG-RUG_EGG-FOR_EGG-MOO_HOT-PIG,ALL-10_RUG-10_FOR-10_MOO-10_HOT-13,0,in_to_out,mid
EGG-FOR,10,-1.859306406,-159.398511,-11.69254437,4.830568594,-149.573482,21.92542263,EGG_FOR,EGG-FOR-10,EGG-10_FOR-10,ALL_RUG_PIG_MOO_OAK_GET_HIP,ALL-EGG-10_EGG-RUG-10_EGG-PIG-10_EGG-MOO-10_FOR-OAK-10_FOR-GET-10_FOR-HIP-10,ALL-EGG_EGG-RUG_EGG-PIG_EGG-MOO_FOR-OAK_FOR-GET_FOR-HIP,ALL-10_RUG-10_PIG-10_MOO-10_OAK-10_GET-10_HIP-10,0,outer,mid
EGG-MOO,10,4.830568594,-149.573482,21.92542263,31.52915659,-135.876097,28.76128663,EGG_MOO,EGG-MOO-10,EGG-10_MOO-10,ALL_RUG_PIG_FOR_DAD_GEL_JAM,ALL-EGG-10_EGG-RUG-10_EGG-PIG-10_EGG-FOR-10_DAD-MOO-10_GEL-MOO-10_JAM-MOO-13,ALL-EGG_EGG-RUG_EGG-PIG_EGG-FOR_DAD-MOO_GEL-MOO_JAM-MOO,ALL-10_RUG-10_PIG-10_FOR-10_DAD-10_GEL-10_JAM-13,0,outer,mid
FOR-OAK,10,-1.859306406,-159.398511,-31.06690737,18.45301759,-148.691116,-11.69254437,FOR_OAK,FOR-OAK-10,FOR-10_OAK-10,EGG_GET_HIP_CAB_DAD_ROB,EGG-FOR-10_FOR-GET-10_FOR-HIP-10_CAB-OAK-10_DAD-OAK-10_GET-OAK-10_OAK-ROB-10,EGG-FOR_FOR-GET_FOR-HIP_CAB-OAK_DAD-OAK_GET-OAK_OAK-ROB,EGG-10_GET-10_HIP-10_CAB-10_DAD-10_GET-10_ROB-10,0,outer,mid
